descricao,Categoria,contagem_galv,contagem_diam,contagem_equip,contagem_sequencia,contagem_20cm,contagem_tam
papel emp placa neg esp novaplate papel empate,0,0,0,0,0,0,0
pasta papel,0,0,0,0,0,0,0
porta talheres papel reciclado,0,0,0,0,0,0,0
sacola presente papel kart,0,0,0,0,0,0,0
sobre tampa papelao ena moto,0,0,0,0,0,0,0
sobre tampa papelao ithurbide moto,0,0,0,0,0,0,0
sobre tampa papelao onda moto,0,0,0,0,0,0,0
tala moldavel papelao brigada,0,0,0,0,0,0,0
amostra papelao,0,0,0,0,0,0,0
caixa papelao jasmim confraternizacao festas,0,0,0,0,0,0,0
caixa papelao skd amostras,0,0,0,0,0,0,0
caixa papelao ondulado sdp,0,0,0,0,0,0,0
caixa papelao arquivo morto,0,0,0,0,0,0,0
caixa papelao kart triple onda tipo mmxmmxmm,0,0,0,0,0,0,0
caixa embalagem papelao,0,0,0,0,0,0,0
chapa papelao duplo,0,0,0,0,0,0,0
papel tirado,0,0,0,0,0,0,0
sacola papel kart cona festas,0,0,0,0,0,0,0
velumoide papel guarita,0,0,0,0,0,0,0
papel contacto metro cor diversas,0,0,0,0,0,0,0
rolo papel kart com rolo papel kart rolo papel kart,0,0,0,0,0,1,0
urna papel,0,0,0,0,0,0,0
papel cartao obras pasta celulas papel cartao out pap cara pastamantas fib celulas,0,0,0,0,0,0,0
caixas sacos semelhantes papel cartao correspondencia,0,0,0,0,0,0,0
caixas papel cartao ondulado cancelados cxscartonag dobro pap cara ondulado,0,0,0,0,0,0,0
out sacosbolsas cartuchos papel,0,0,0,0,0,0,0
out embalagens papelinho capas disco,0,0,0,0,0,0,0
outros papel filtro carro filtro,0,0,0,0,0,0,0
outros papeis artigos moldados prensado pasta papel,0,0,0,0,0,0,0
bobina via papel prematura medidas,0,0,0,0,0,0,0
bobina papel kart pardo,0,0,0,0,0,1,0
caixa papelao comprimento largura altura,0,0,0,0,0,1,0
caixa papelao personalizada,0,0,0,0,0,0,0
caixa papelao arquivo morto tam,0,0,0,0,0,0,1
copo papel descartavel biodegradavel und resistente calor biodegradavel,0,0,0,0,0,0,0
copo papel ecologico formato envelope personalizado,0,0,0,0,0,0,0
envelope papel cor amarelo,0,0,0,0,0,0,0
envelope papel branco,0,0,0,0,0,0,0
envelope papel pardo,0,0,0,0,0,0,0
envelope saco impresso core papel off set tamanho logo ano medida xmm base,0,0,0,0,0,0,0
envelope saco impresso core papel off set xmm tamanho,0,0,0,0,0,0,0
envelope saco papel branco,0,0,0,0,0,0,0
envelope saco papel kart natural xmm,0,0,0,0,0,0,0
filtro papel maldita cafeteira,0,0,0,0,0,0,0
fita adesiva papel cremado tratar opo marca adere,0,0,0,0,0,0,0
fita papel tratar cor marrom fita adesiva papel tratar,0,0,0,0,0,0,0
junta papelao hidraulico teadit,0,0,0,0,0,0,0
papelao velumoid tipo guarita,0,0,0,0,0,0,0
papel bege pintura xmcod pintura,0,0,0,0,0,0,0
papel contacto transparente vivi tac vulcao,0,0,0,0,0,0,0
papel fotografico gloss branco brilhante folhas resolucao ate dpi,0,0,0,0,0,0,0
papel velumoide junta mmm,0,0,0,0,0,0,0
pasta canguru impresso core papel triple xmm,0,0,0,0,0,0,0
pasta canguru impresso core papel triple xmm logo ano,0,0,0,0,0,0,0
bobina papel kart adm,0,0,0,0,0,0,0
bobina papel kart cml,0,0,0,0,0,0,0
caixa papel casas,0,0,0,0,0,0,0
papelao,0,0,0,0,0,0,0
papelao logo casas,0,0,0,0,0,0,0
papelao logo,0,0,0,0,0,0,0
papelao pecas,0,0,0,0,0,0,0
papelao casas,0,0,0,0,0,0,0
papelao cabelo pecas,0,0,0,0,0,0,0
papelao apego logo,0,0,0,0,0,0,0
papelao correio,0,0,0,0,0,0,0
papelao indio,0,0,0,0,0,0,0
papelao logo rever,0,0,0,0,0,0,0
papel logo rever,0,0,0,0,0,0,0
papel logo rever importada,0,0,0,0,0,0,0
papelao antiga logo,0,0,0,0,0,0,0
papelao div kef,0,0,0,0,0,0,0
papelao reciclado logo lembrar,0,0,0,0,0,0,0
papelao preto,0,0,0,0,0,0,0
papelao cabeceira maior,0,0,0,0,0,0,0
papelao grade maior,0,0,0,0,0,0,0
papelao bandeja avec,0,0,0,0,0,0,0
papelao dir hid,0,0,0,0,0,0,0
papelao palco agrade,0,0,0,0,0,0,0
papelao grade vallitech,0,0,0,0,0,0,0
papelao onda dupla,0,0,0,0,0,0,0
papelao onda dupla logo,0,0,0,0,0,0,0
papelao onibus,0,0,0,0,0,0,0
papelao apego,0,0,0,0,0,0,0
papelao apego casas,0,0,0,0,0,0,0
papel tjg,0,0,0,0,0,0,0
papelao logo cliente luther,0,0,0,0,0,0,0
papelao casas tjg esp,0,0,0,0,0,0,0
papelao casas volto,0,0,0,0,0,0,0
papelao sector,0,0,0,0,0,0,0
papelao chine casas,0,0,0,0,0,0,0
papelao roller,0,0,0,0,0,0,0
papelao mbb,0,0,0,0,0,0,0
papelao para adesivo cliente luther,0,0,0,0,0,0,0
papelao logo chine,0,0,0,0,0,0,0
filtro papel caf adm,0,0,0,0,0,0,0
palete papelao,0,0,0,0,0,0,0
projecto papelao,0,0,0,0,0,0,0
bobina papel termico colin rep bobina papel termico metro colin rep caixa unidades,0,0,0,0,0,0,0
bup refiro papel embarco,0,0,0,0,0,0,0
caixa papel bloco italia cinta papel italia,0,0,0,0,0,0,0
caixa papel medidas internas caixa papel virgem onda simple caixa impresso medidas internas,0,0,0,0,0,0,0
caixa papel bloco italia,0,0,0,0,0,0,0
caixa papel impresso fechamento lateral cola quente,0,0,0,0,0,0,0
caixa papel logo base medidas internas,0,0,0,0,0,0,0
caixa papel logo base,0,0,0,0,0,0,0
caixa papel onda simple caixa papel medidas internas impresso,0,0,0,0,0,0,0
caixa papel ballet caixa papel envolver caixas ballet medidas,0,0,0,0,0,0,0
caixa papel impresso,0,0,0,0,0,0,0
caixa papel sitio,0,0,0,0,0,0,0
caixa papel zen,0,0,0,0,0,0,0
caixa papel cinta papel,0,0,0,0,0,0,0
caixa papel especial item anh caixa maleta impresso onda dupla kart,0,0,0,0,0,0,0
caixa papel peq,0,0,0,0,0,0,0
caixa papel balancear caixa papel odor impresso fechamento matou,0,0,0,0,0,0,0
caixa papel base impresso,0,0,0,0,0,0,0
caixa papel base usados peq caixa papel logomarca base usados impoes,0,0,0,0,0,0,0
caixa papel rufia impresso,0,0,0,0,0,0,0
caixa papel rufia tabuleiro impoes,0,0,0,0,0,0,0
caixa papel rufia impresso cola,0,0,0,0,0,0,0
caixa papel pretzel axu caixa papel fornecida pretzel,0,0,0,0,0,0,0
caixa papel padre renal caixa caixa interna,0,0,0,0,0,0,0
caixa papel embalagem renal caixa interna,0,0,0,0,0,0,0
cantoneira papel,0,0,0,0,0,0,0
cantoneiras papel,0,0,0,0,0,1,0
cantoneiras papel avi cantoneiras papel avi medida,0,0,0,0,0,1,0
colmeia papel colmeia papel pelas,0,0,0,0,0,0,0
coluna papel bloco italia bup coluna papel,0,0,0,0,0,0,0
cona papel rugosmetro portatil rolos papel rolos oferta preso,0,0,0,0,0,0,0
conjunto caixa papel tipo embalagem renal conjunto ballet montagem caixa renal,0,0,0,0,0,0,0
conjunto caixa papel tipo logo conjunto ballet montagem caixa,0,0,0,0,0,0,0
divisoria papel onda simple,0,0,0,0,0,0,0
divisoria papel bloco italia divisoria horizontal bloco italia,0,0,0,0,0,0,0
divisoria papel reciclado esp,0,0,0,0,0,0,0
folha papel vci xmm,0,0,0,0,0,0,0
papel foto gloss papel,0,0,0,0,0,0,0
papel vci folhas folhas vci imenso lote minimo folhas,0,0,0,0,0,0,0
papel vci largura rolos,0,0,0,0,0,0,0
papel vci caixa folha papel kart pardo natural saturado solo inibidor corrosao multimetlico vci dimensoes densidade total papel inibidor corrosao presente papel possui marca identifica lado utilizar item atende norma mil std nbr metodologia testis anticorrosivos,0,0,0,0,0,0,0
rolo papel vci largura rolo papel vci largura,0,0,0,0,0,0,0
saco papel branco,0,0,0,0,0,0,0
separador bup papel odor impresso bup,0,0,0,0,0,0,0
separador papel separador papel,0,0,0,0,0,0,0
tabuleiro papel,0,0,0,0,0,0,0
tabuleiro papel medida,0,0,0,0,0,0,0
tampa papel bloco embarco,0,0,0,0,0,0,0
tampa papel bloco italia tampa papel,0,0,0,0,0,0,0
tampa papel onda dupla amf tampa aulas utilizar kit pap,0,0,0,0,0,0,0
tampa papel onda dupla amf tampa aulas kit pap,0,0,0,0,0,0,0
tampa papel onda dupla avi,0,0,0,0,0,0,0
tampa caixa papel tipo embalagem renal,0,0,0,0,0,0,0
velamoide metro junta papel,0,0,0,0,0,0,0
cinta papel cartao duplex impressao core medidas externas ferramenta sfa cinta papel sfa,0,0,0,0,0,0,0
caixa papel ondulado plana papelao semi kart cor para tipo fechamento manual fundo aba transpassadas espessura parede papelao impressao cor azul utilizada armazenagem itens diversos dimensoes externas internas conforme desenho caixa papelao ondulado papelao uso sac,0,0,0,0,0,0,0
caixa papel carro duplex papel kart ondulado tipo dimensoes referencia fornecedor ninho habitat int ltd wing lee hardware and electrica equipamento revistado martinelli incluido sistema caixa papelao cartao duplex papelao kart onda impressao quatro core medidas externas curandeira nbsp pratica china codigo caixa papelao curandeira nbsp pratica cardboard box with cara kart duplex nave printing four colocas with mestres externa curandeira nbsp pratica china pode,0,0,0,0,0,0,0
caixa papel carro duplex papel kart ondulado tipo dimensoes referencia fornecedor ninho habitat int ltd wing lee hardware and electrica equipamento revistado martinelli incluido sistema caixa papelao cartao duplex papelao kart onda classificado impressao quatro core medidas externas curandeira nbsp pratica china codigo cardboard box with cara kart duplex nave corte printing four colocas with mestres externa curandeira nbsp pratica china pode,0,0,0,0,0,0,0
cinta papel cartao duplex impressao core medidas externas lixeira sfl,0,0,0,0,0,0,0
cinta papel cartao duplex impressao core medidas externas ferramenta sfd,0,0,0,0,0,0,0
caixa papel carro duplex papel ondulado tipo classificado dimensoes referencia fornecedor wing lee hardware and electrica equipamento revistado martinelli incluido sistema caixa papelao curandeira coluna fica pratica motor monofasico phz medidas externas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado,0,0,0,0,0,0,0
caixa papel carro duplex papel ondulado tipo classificado dimensoes referencia fornecedor wing lee hardware and electrica equipamento revistado martinelli incluido sistema caixa papelao curandeira coluna fica pratica motor monofasico phz mandei medidas externas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado,0,0,0,0,0,0,0
cinta papel politriz rpm inj agua,0,0,0,0,0,0,0
cinta papel lixeira rpm inj agua,0,0,0,0,0,0,0
caixa papel ondulado justificado dimensoes referencia fornecedor neowill holding pte ltd revistado martinelli incluido sistema caixa papel classificado impresso quatro core medidas externas utilizado produto motoesmeril rebola lixeira digo barras produto description plasticized cardboard box printing four calor plasticized cardboard externa mestres pode used produto banco grande with bela sandes bar pode produto,0,0,0,0,0,0,0
caixa papel ondulado justificado dimensoes referencia embalagem utilizada produto cor vermelha fornecedor neowill holding pte ltd revistado martinelli incluido sistema caixa papel classificado impresso quatro core medidas externas utilizado produto motoesmeril rebola lixeira digo barras produto description plasticized cardboard box printing four calor plasticized cardboard externa mestres pode used produto banco grande with bela sandes bar pode produto,0,0,0,0,0,0,0
caixa papel ondulado justificado dimensoes referencia fornecedor neowill holding pte ltd revistado martinelli incluido sistema caixa papel classificado impresso quatro core medidas externas utilizado produto motoesmeril moto plus rebola digo barras produto description plasticized cardboard box printing four calor plasticized cardboard externa mestres pode used produto banco grande with grinding weed bar pode produto,0,0,0,0,0,0,0
caixa papelao aspirador portatil electro compacto tensao medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produtos,0,0,0,0,0,0,0
caixa papelao pistola frontal pulverizador air plus spray acesso medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produto,0,0,0,0,0,0,0
caixa papelao caneca tampa air plus spray acesso medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produto cardboad box with cara kart duplex nave corte printing four colocas with mestres interna coming puder and under simple suitcase tape with transparente tape use produto,0,0,0,0,0,0,0
caixa papel motobomba shp utilizado ambo produtos volt volt medidas externas material onda simple carro duplex fechamento central impresso quatro core classificada cartoon reposition used both puma modelo shp volt and volt externa dimensional material single wall corrugated kart coming central printing four calor plasticized,0,0,0,0,0,0,0
caixa papel reposto usada motobombas modelo ibox volt volt material onda dupla carro duplex medidas externas fechamento central impresso quatro core classificada cartoon reposition used both puma modelo ibox volt and volt material double wall corrugated kart externa dimensional closinig central printing four calor plasticized,0,0,0,0,0,0,0
caixa papel microondulado classificado impresso quatro core medidas externas utilizado produto cardboard box corrugated micro cardboard printing four calor calor box externa mestres used produto,0,0,0,0,0,0,0
caixa papel microondulado classificado impresso quatro core medidas externas xmm utilizado produtos,0,0,0,0,0,0,0
caixa papel microondulado classificado impresso quatro core medidas externas utilizado produtos,0,0,0,0,0,0,0
caixa papelao micro ondulado classificado tipo fechamento manual impressao colorida medidas externas utilizada embalar kit hidrolavadora hidrolav pelas revistado chulo jul ago caixa papel microondulado classificado visor transparente pcv xmm impresso quatro core medidas externas utilizado produto description plasticized cardboard box with transparente dispa pvc xmm printing four calor plasticized cardboard externa mestres pode used produto,0,0,0,0,0,0,0
caixa papelao serra esquadra tensao medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produtos,0,0,0,0,0,0,0
caixa papelao serra esquadra telescopica tensao medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produtos cardboad box with cara kart duplex nave corte printing four colocas with mestres interna coming puder and under simple suitcase tape with transparente tape meter saw and rpm china cod and,0,0,0,0,0,0,0
caixa papelao curandeira bancada medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produtos description cardboard box will preso externa mestres material cara duplex corrugated cardboard coming puder and lower with transparente tape printing four calor plasticized cardboard pode used produto,0,0,0,0,0,0,0
caixa dobragem papel curandeira bancada medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado utilizado produtos description cardboard box will preso externa mestres material cara duplex corrugated cardboard coming puder and lower with transparente tape printing four calor plasticized cardboard pode used produto,0,0,0,0,0,0,0
caixa papelao air plus silver phz nova versao medidas internas material cartao duplex papelao onda fechamento inferior superior tipo maleta simple fita transparente impressao quatro core classificado fornecimento desta embalagem nacional necessario encaminhada junto cada caixa papelao cinta reforco interno papelao onda medidas impressao utilizado produto description cardboard box air plus silver phz new versao externa mestres material cara duplex corrugated cardboard coming puder and lower with transparente tape printing four calor plasticized cardboard pode used produto,0,0,0,0,0,0,0
caixa papel microondulado classificado impresso quatro core medidas externas utilizado produto cardboard box corrugated micro cardboard printing four calor externa mestres used produto and,0,0,0,0,0,0,0
caixa papelao micro ondulado classificado tipo fechamento manual impressao colorida medidas externas utilizada embalar carretel retrato metro revistado chulo jul ago caixa papel microondulado classificado impresso quatro core medidas externas utilizado produto cardboard box corrugated micro cardboard printing four calor calor box externa mestres used produto,0,0,0,0,0,0,0
caixa papelao micro ondulado classificado tipo fechamento manual impressao colorida utilizada embalar carretel retrato metro revistado chulo jul ago caixa papel microondulado classificado impresso quatro core medidas externas utilizado produto cardboard box corrugated micro cardboard printing four calor calor box externa mestres used produto,0,0,0,0,0,0,0
caixa papelao compressor csa litros medidas internas papelao onda dupla pardo kart kart fechamento inferior superior tipo maleta simple lateral colada cola instantanea ambo fechamento impressao air plus caixa papelao csa air plus description cardboard box compressor msa airplus colorido externa mestres cardboard nave double down kart kart coming puder and lower simple tape suitcase with pastel side instante blue both coming air plus printing cardboard box csa air plus,0,0,0,0,0,0,0
caixa papel microndulado classificado impresso quatro core medidas externas utilizado produtos hidrolavadora digo barras description plasticized cardboard box printing four calor plasticized cardboard externa mestres pode used produto and presume nascer bar pode produto and,0,0,0,0,0,0,0
caixa papel microndulado classificado impresso quatro core medidas externas utilizado produto digo barras description plasticized cardboard box printing four calor plasticized cardboard externa mestres pode used produto bar pode produto,0,0,0,0,0,0,0
caixa papel microondulado classificado impresso quatro core medidas externas utilizado produto cardboard box corrugated micro cardboard printing four calor externa mestres used produto,0,0,0,0,0,0,0
caixa papel aba simple onda impresso quatro core medidas externas utilizado produto volt motobomba shp cartoon puma shp externa dimensional material single wall corrugated kart coming central printing four calor plasticized used produto volt shp puma,0,0,0,0,0,0,0
caixa papelao torno bancada manual chulo,0,0,0,0,0,0,0
caixa papelao torno bancada chulo numero embalagem papelao pardo ondulado kkbc capa externa kart espessura capa interna kart onda dupla prematura coluna kfg aba transpassadas fundo tampa fechamento cola impressao cor preta dimensoes internas,0,0,0,0,0,0,0
caixa papel microndulado classificado impresso quatro core medidas externas utilizado produtos serra meia esquadra bancada codigos barra description plasticized cardboard box printing four calor plasticized cardboard externa mestres pode used produto and mire saw table saw multi funciona modelo bar podes produto,0,0,0,0,0,0,0
caixa papelao ondulado classificado tipo fechamento manual impressao colorida medidas externas utilizada embalar aparador cerca viva chulo acv utilizado produto cardboard box double wall corrugated fibreboard box printing four colocas with mestres externa used produto and,0,0,0,0,0,0,0
caixa papelao micro ondulado classificado tipo fechamento manual impressao colorida medidas externas utilizada embalar maquina transformador solda pro revistado chulo jul ago caixa papel microondulado classificado impresso quatro core medidas externas utilizado produto cardboard box corrugated micro cardboard printing four calor externa mestres used produto,0,0,0,0,0,0,0
caixa papelao micro ondulado classificado tipo fechamento manual impressao colorida medidas externas utilizada embalar curandeira bancada nbsp pratica mmphzv utilizado produto cardboard box corrugated micro cardboard printing four colocas with mestres externa used produto and,0,0,0,0,0,0,0
