descricao,Categoria
CASINHA MILON MAISON-PAPEL PARANA/COUCHE - Cor: COR UNICA,Embalagem
Cubo papel,Embalagem
Cubo papel 18x18cm,Embalagem
CUBO PAPEL 18X18CM - Cor: COR UNICA CUBO - MATERIAL: PAPEL - DIMENSOES: 18 X18CM - NCM: 48192000,Embalagem
CUBO PAPEL 18X18CM CUBO - MATERIAL: PAPEL - DIMENSOES: 18 X18CM - NCM: 48192000,Embalagem
Cubo papel 20x20cm campanha denim milon,Embalagem
CUBO PAPEL 20X20CM CAMPANHA DENIM MILON - Cor: COR UNICA CUBO PAPEL - DIMENSOES: 20X20CM - APLICACAO: CUBO CAMPANHA DENIM 21 MILON MONOMARCA - MARCA: VOLPATO - DEMAIS INFORMAÇÕES: PAPEL DUPLEX 350G SEM MICRO ONDULADO - COR: 4X0 CORES DE IMPRESSÃO - COMPLEMENTO: VERNIZ DE PROTEÇÃO,Embalagem
CUBO PAPEL 20X20CM CAMPANHA DENIM MILON CUBO PAPEL - DIMENSOES: 20X20CM - APLICACAO: CUBO CAMPANHA DENIM 21 MILON MONOMARCA - MARCA: VOLPATO - DEMAIS INFORMAÇÕES: PAPEL DUPLEX 350G SEM MICRO ONDULADO - COR: 4X0 CORES DE IMPRESSÃO - COMPLEMENTO: VERNIZ DE PROTEÇÃO,Embalagem
CX ARQUIVO MORTO PAPELAO 250X355X130MM,Embalagem
CX ARQUIVO MORTO PAPELAO 250X355X130 MM - Cor: COR UNICA,Embalagem
CX ARQUIVO MORTO PAPELAO 250X355X130MM - Cor: COR UNICA,Embalagem
ENCARTE DE PAPEL 275CM X 21CM - Cor: COR UNICA,Embalagem
ENCARTE DE PAPEL 285CM X 375CM - Cor: COR UNICA,Embalagem
ENVELOPE MILON - PAPEL VERGE CREME - Cor: COR UNICA,Embalagem
ENVELOPE PAPEL LARANJA 225X115CM,Embalagem
ENVELOPE PAPEL LARANJA 225X115CM - Cor: COR UNICA,Embalagem
FILTRO PAPEL BRIGITTA N102 MED 30UN,Embalagem
FILTRO PAPEL - CAFETEIRA - Cor: COR UNICA,Embalagem
FILTRO PAPEL N4 BRANCO 30 UN - Cor: COR UNICA FILTRO PAPEL - TAMANHO: N4 - COR: BRANCO - APRESENTACAO: EMBALAGEM C/ 30 UN,Embalagem
FILTRO PAPEL N4 BRANCO 30 UN FILTRO PAPEL - TAMANHO: N4 - COR: BRANCO - APRESENTACAO: EMBALAGEM C/ 30 UN,Embalagem
JUNTA DE PAPEL,Embalagem
Junta vedação de papelão,Embalagem
Mkt sacola papel base_14,Embalagem
MKT SACOLA PAPEL base_14 - Cor: COR UNICA SACOLA - MATERIAL: PAPEL - MARCA: BRANCO - MEDIDAS: 24X10X33MM - COMPLEMENTO: MONO BRANCO 90G - MANUSEIO: FARDOS 50UN + ETIQUETA base_14,Embalagem
Papel 75 gr A4 c/ 500fls,Embalagem
PAPEL 75 GR. A4 C/ 500FLS,Embalagem
PAPEL 75 GR. A4 C/ 500FLS - Cor: COR UNICA,Embalagem
PAPEL 75 GR. A4 C/ 500FLS - Cor: COR UNICA,Embalagem
PAPEL 75 GR. A4 C/ 500FLS MARFIM - Cor: COR UNICA,Embalagem
PAPEL 75 GRAMAS C/100 FOLHAS - Cor: AMARELO,Embalagem
PAPEL 75 GRAMAS C/100 FOLHAS - Cor: AZUL,Embalagem
PAPEL 75 GRAMAS C/100 FOLHAS - Cor: ROSA,Embalagem
PAPEL 75 GRAMAS C/100 FOLHAS - Cor: VERDE,Embalagem
PAPEL 75 GRAMAS C/100 FOLHAS - Cor: VERMELHO,Embalagem
PAPEL A4,Embalagem
PAPEL A4 180G AMARELO C/10FLS - Cor: COR UNICA PAPEL - TAMANHO: A4 - GRAMATURA: 180G - COR: AMARELO - APRESENTACAO: PACOTE 10 FOLHAS,Embalagem
PAPEL A4 180G AMARELO C/10FLS PAPEL - TAMANHO: A4 - GRAMATURA: 180G - COR: AMARELO - APRESENTACAO: PACOTE 10 FOLHAS,Embalagem
PAPEL A4 180G CINZA,Embalagem
PAPEL A4 180G CINZA - Cor: COR UNICA PAPEL - TAMANHO: A4 - GRAMATURA: 180G - COR: CINZA - MARCA: CANSON,Embalagem
PAPEL A4 180G VERMELHO C/10FLS - Cor: COR UNICA PAPEL - TAMANHO: A4 - GRAMATURA: 180G - COR: VERMELHO - APRESENTACAO: PACOTE 10 FOLHAS,Embalagem
PAPEL A4 180G VERMELHO C/10FLS PAPEL - TAMANHO: A4 - GRAMATURA: 180G - COR: VERMELHO - APRESENTACAO: PACOTE 10 FOLHAS,Embalagem
PAPEL A4 AMARELO C/ 500FLS - Cor: COR UNICA,Embalagem
Papel A4 amarelo escuro c/ 500fls,Embalagem
PAPEL A4 AMARELO ESCURO C/ 500FLS,Embalagem
PAPEL A4 AMARELO ESCURO C/ 500FLS - Cor: COR UNICA,Embalagem
Papel A4 azul c/ 500fls,Embalagem
PAPEL A4 AZUL C/ 500FLS,Embalagem
PAPEL A4 AZUL C/ 500FLS - Cor: COR UNICA,Embalagem
PAPEL A4 AZUL C/ 500FLS - Cor: COR UNICA,Embalagem
Papel a4 cinza claro c/ 500fls,Embalagem
PAPEL A4 CINZA CLARO C/ 500FLS - Cor: COR UNICA PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO,Embalagem
PAPEL A4 CINZA CLARO C/ 500FLS PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO,Embalagem
Papel A4 colorido,Embalagem
Papel A4 reciclado,Embalagem
Papel A4 reciclado 500 fls,Embalagem
PAPEL A4 RECICLADO 500 FLS - Cor: COR UNICA PAPEL - TAMANHO: A4 - COMPLEMENTO: RECICLADO - FOLHAS: 500 FOLHAS,Embalagem
Papel A4 rosa c/ 500fls,Embalagem
PAPEL A4 ROSA C/ 500FLS,Embalagem
PAPEL A4 ROSA C/ 500FLS - Cor: COR UNICA,Embalagem
PAPEL A4 ROSA C/ 500FLS - Cor: COR UNICA,Embalagem
PAPEL A4 TIMBRADO GRUPO base_14 - Cor: COR UNICA,Embalagem
Papel A4 verde c/ 500fls,Embalagem
PAPEL A4 VERDE C/ 500FLS,Embalagem
PAPEL A4 VERDE C/ 500FLS - Cor: COR UNICA,Embalagem
PAPEL A4 VERDE C/ 500FLS - Cor: COR UNICA,Embalagem
Papel A5 c/ 500fls,Embalagem
PAPEL A5 C/ 500FLS - Cor: COR UNICA PAPEL - TIPO: A5 - COR: BRANCA - CONTEUDO: 500FLS,Embalagem
PAPEL ADESIVO MKT AV18 12X26 CM,Embalagem
PAPEL ADESIVO MKT AV18 12X26 CM - Cor: COR UNICA,Embalagem
PAPEL ADESIVO MKT R18 12X26 CM,Embalagem
PAPEL ADESIVO MKT R18 12X26 CM - Cor: COR UNICA,Embalagem
PAPELAO ONDULADO 80G/M³ 1200 MM - Cor: COR UNICA PAPELAO - TIPO: ONDULADO - GARAMATURA: 80G/M³ - LARGURA: 1200 MM,Embalagem
PAPELAO ONDULADO 80G/M³ 1200 MM PAPELAO - TIPO: ONDULADO - GARAMATURA: 80G/M³ - LARGURA: 1200 MM,Embalagem
PAPEL BR VX 180X60X200 X3P SUBLIM - Cor: COR UNICA PAPEL - MEDIDA DO MATERIAL: 180M - GRAMATURA: 60 GRAMAS - MINIMO DE COMPRA: 3 UN - METROS POR ROLO: 200M,Embalagem
Papel br vx 180x60x200 x3p sublim PAPEL - MEDIDA DO MATERIAL: 180M - GRAMATURA: 60 GRAMAS - MINIMO DE COMPRA: 3 UN - METROS POR ROLO: 200M,Embalagem
Papel br vx 180x60x200 x3p sublim UNICA COR: COR UNICA PAPEL - MEDIDA DO MATERIAL: 180M - GRAMATURA: 60 GRAMAS - MINIMO DE COMPRA: 3 UN - METROS POR ROLO: 200M,Embalagem
Papel cartão 120m 365g 30kg,Embalagem
PAPEL CARTAO 120M 365G 30KG - Cor: COR UNICA PAPEL CARTAO - TAMANHO: 120M - GRAMATURA: 365G,Embalagem
PAPEL CARTAO 120M 365G 30KG PAPEL CARTAO - TAMANHO: 120M - GRAMATURA: 365G,Embalagem
PAPEL CARTAO A4 AZUL - Cor: COR UNICA,Embalagem
PAPEL CARTAO PASTA (OUATE) DE CELULOSE E MANTAS DE FIBRAS DE CELULOSE EM TIRAS,Embalagem
PAPEL CARTAO PASTA (OUATE) DE CELULOSE EM TIRAS OU ROLOS DE LARGURA 15CM,Embalagem
PAPEL CHAMEQUINHO VERDE 215x315 - Cor: COR UNICA,Embalagem
PAPEL DE RENDA BRANCO - DIAM. 10CM - Cor: COR UNICA,Embalagem
Papel de seda,Embalagem
Papel de seda branco,Embalagem
PAPEL E CARTAO OBRAS DE PASTA DE CELULOSE DE PAPEL OU CARTAO CAIXAS SACO,Embalagem
PAPEL FILICOLOR 180G A4 50FL - Cor: VERMELHO,Embalagem
PAPEL KRAFT 220X150M GRAM 40 KP - Cor: COR UNICA,Embalagem
PAPEL KRAFT 220X150M GRAMA 60KP - Cor: COR UNICA,Embalagem
PAPEL KRAFT 300 GR - 120CM - Cor: MARROM,Embalagem
Papel kraft 40g 1800mm 500m,Embalagem
Papel kraft 40g/m² 1650mm 500m,Embalagem
PAPEL KRAFT 40G/M² 1650MM 500M - Cor: COR UNICA PAPEL - MATERIAL: KRAFT - GRAMATURA: 40G/M² - FORMATO: 1650MM - APRESENTAÇÃO: BOBINA 500M,Embalagem
PAPEL KRAFT 40G/M² 1800MM 500M - Cor: COR UNICA PAPEL - MATERIAL: KRAFT - GRAMATURA: 40G/M² - FORMATO: 1800MM - APRESENTACAO: BOBINA 500M,Embalagem
PAPEL KRAFT 40G/M² 1800MM 500M - Cor: COR UNICA PAPEL - MATERIAL: KRAFT - GRAMATURA: 40G/M² - FORMATO: 1800MM - APRESENTACAO: BOBINA 500M,Embalagem
PAPEL KRAFT 40G/M² 1800MM 500M - Cor: COR UNICA PAPEL - MATERIAL: KRAFT - GRAMATURA: 40G/M² - FORMATO: 1800MM - APRESENTAÇÃO: BOBINA 500M,Embalagem
PAPEL KRAFT 40 GRAMAS 107X90M (PLOTER) - Cor: COR UNICA,Embalagem
PAPEL KRAFT - KG 200G/M 120CM,Embalagem
PAPEL KRAFT - KG 200G/M 120CM - Cor: MARROM,Embalagem
Papel kraft puro 110x250m 60g pardo,Embalagem
PAPEL KRAFT PURO 110 X 250 M 60G PARDO,Embalagem
PAPEL KRAFT PURO 110 X 250 M 60G PARDO - Cor: COR UNICA,Embalagem
PAPEL KRAFT PURO 110 X 250 M 60G PARDO - Cor: COR UNICA,Embalagem
PAPEL MONOLUCIDO 8803/1 90G BR 107X70M,Embalagem
PAPEL MONOLUCIDO 8803/1 90G BR 107X70M - Cor: COR UNICA,Embalagem
PAPEL NACARADO XRE-300 70X90CM CROMUS - Cor: COR UNICA PAPEL CELAFONE FURTACOR - TIPO: NACARADO - COMPLEMENTO: XRE-300 - DIMENSOES (TAMANHO): 70X90CM - QUANTIDADES POR PACOTE: 50 - MARCA: CROMUS,Embalagem
PAPEL NACARADO XRE-300 70X90CM CROMUS PAPEL CELAFONE FURTACOR - TIPO: NACARADO - COMPLEMENTO: XRE-300 - DIMENSOES (TAMANHO): 70X90CM - QUANTIDADES POR PACOTE: 50 - MARCA: CROMUS,Embalagem
PAPEL PARDO - LARG 120CM - Cor: COR UNICA,Embalagem
PAPEL P/EMBRULHO KRAFT 12 MT BOBINA,Embalagem
PAPEL P/EMBRULHO KRAFT 12 MT BOBINA - Cor: COR UNICA,Embalagem
PAPEL PERFURADO 220 LARGURA 40 GRM - Cor: COR UNICA,Embalagem
PAPEL PERFURADO 230 150 MTS (060GRAM) - Cor: COR UNICA,Embalagem
PAPEL PERFURADO 230 250M 3POL KGP 50GR - Cor: COR UNICA PAPEL PERFURADO - MARCA: TRAÇO CERTO - OBSERVAÇÃO COMPLEMENTAR: FURO TRIANGULAR - APLICAÇÃO: SETOR DE RISCO USO EM MAQUINAS PLOTTER - NCM: 48041100 - GRUPO/ SUBGRUPO: 13.02,Embalagem
PAPEL PERFURADO 230 250M 3POL KGP 50GR PAPEL PERFURADO - MARCA: TRAÇO CERTO - OBSERVAÇÃO COMPLEMENTAR: FURO TRIANGULAR - APLICAÇÃO: SETOR DE RISCO USO EM MAQUINAS PLOTTER - NCM: 48041100 - GRUPO/ SUBGRUPO: 13.02,Embalagem
PAPEL PERFURADO 230 250 MTS (060GRAM) - Cor: COR UNICA,Embalagem
Papel perfurado 60g 230 x 150mts,Embalagem
Papel perfurado 60g 230 x 250mts,Embalagem
PAPEL REF. 8827 107 X 90 M 40G TUBETE 3 - Cor: COR UNICA,Embalagem
PAPEL SEDA BR 50X20 CM - Cor: COR UNICA,Embalagem
PAPEL SEDA BR 50X70 CM 100UN - Cor: COR UNICA,Embalagem
Papel sub. 37g 1.60m - Cor: COR UNICA PAPEL SUB. BNFLEX SLIM HD 37G/m2 1600mm x 400 metros,Embalagem
Papel sub. 37g 1.60m Papel sub. bnflex slim HD 37g/m2 1600mm x 400 metros,Embalagem
Papel sub. 57g 1.60m - Cor: COR UNICA Papel sub. 57g 1.60m,Embalagem
Papel sub. 57g 1.60m Papel sub. bnflex slim HD 57g/m2 1600mm x 400 metros,Embalagem
PAPEL SUBLIGLOSS IMPORT 50G/M 180M,Embalagem
PAPEL SUBLIGLOSS IMPORT 50 G/M 180M - Cor: COR UNICA,Embalagem
PAPEL SUBL.MONOLUCIDO 8803/1 50G/M 180M - Cor: COR UNICA Rolo com 200 metros,Embalagem
Papel sub.monolucido 8803/1 50g/ Rolo com 200 metros,Embalagem
Papel sub.monolucido 8803/1 50g/ UNICA COR: COR UNICA Rolo com 200 metros,Embalagem
PAPEL SUB PP BR PRINT 63 G/ 180 - Cor: COR UNICA rolo com 200 metros - Largura 180,Embalagem
Papel sub pp br print 63 g/ 1.80 rolo com 200 metros - Largura 180,Embalagem
Papel sub pp br print 63 g/ 1.80 UNICA COR: COR UNICA rolo com 200 metros - Largura 180,Embalagem
PAPEL SUB PP BR PRINT FP 63 G/M 180 - Cor: COR UNICA,Embalagem
PAPEL SUB PP BR PRINT FP 63 G/M 180M - Cor: COR UNICA rolo com 200 metros - Largura 160,Embalagem
Papel sub.pp br print fp 63 g/m rolo com 200 metros - Largura 160,Embalagem
Papel sub.pp br print fp 63 g/m UNICA COR: COR UNICA rolo com 200 metros - Largura 160,Embalagem
PAPEL SUB.SUBLIMAX COLORE 64 G/M 160M - Cor: COR UNICA rolo com 200 metros,Embalagem
PAPEL TERMO 170 X 250M - Cor: COR UNICA,Embalagem
PAPEL TRIPLEX 300GR17X22CM-SEPARAR ROUPA - Cor: COR UNICA,Embalagem
PAPEL UNIQUE 63 160CM ROLO 300M - Cor: COR UNICA Descrição : Unique 63 160cm rolo 300m - Lote mínimo : 5.000m - Lote econômico: 300m - Lead time: 7 dias úteis - Preço: R$ 1424 - Fabricante: Havir,Embalagem
RESIDUOS PAPEL 2ª QUALIDADE - Cor: COR UNICA,Embalagem
RESIDUOS PAPEL 2ª QUALIDADE - Cor: SORTIDA,Embalagem
RESIDUOS PAPELAO 1° QUALIDADE - Cor: COR UNICA REFERENCIA ANTERIOR: 9020I,Embalagem
RESIDUOS PAPELAO 1° QUALIDADE - Cor: SORTIDA,Embalagem
RESIDUOS PAPELAO 2° QUALIDADE - Cor: COR UNICA REFERENCIA ANTERIOR: 9025I,Embalagem
RESIDUOS PAPELAO 2° QUALIDADE - Cor: SORTIDA,Embalagem
RESIDUOS PAPEL MISTO - Cor: SORTIDA,Embalagem
Rolo papel cartão,Embalagem
Sacola de papel,Embalagem
SACOLA DE PAPEL KRAFT P7 VINHO,Embalagem
SACOLA DE PAPEL MANIA KIDS MPV22 - Cor: COR UNICA SACOLA PAPEL MANIA KIDS - COM FURO PARA FITA/PRESENTE + CARTÃO DE/PARA - MANUSEIO: PACOTE COM 20 UNIDADES - MATERIAL: PAPEL - MEDIDAS: 26X35CM,Embalagem
SACOLA DE PAPEL MILON 17X23X6 CM - Cor: COR UNICA,Embalagem
Sacola de papel milon exportação - Cor: COR UNICA Sacola de papel milon exportação,Embalagem
Sacola de papel milon exportação Sacola de papel exportação - Marca: Milon,Embalagem
Sacola de papel M milon exportação - Cor: COR UNICA Sacola de papel M milon exportação,Embalagem
Sacola de papel M milon exportação Sacola de papel exportação - Marca: Milon - Tamanho: M,Embalagem
Sacola de papel nanai MPDV23 - Cor: COR UNICA Sacola de papel nanai MPDV23,Embalagem
Sacola de papel nanai MPDV23 - Pacote com 50 unidades - Medidas: 24X10X33cm - Composição de material: Mono branco 90g - Manuseio: Fardos com 50 unidades + etiquetas fornecidas pela base_14,Embalagem
Sacola de papel natal 23 - Cor: COR UNICA Sacola de papel natal 23,Embalagem
Sacola de papel natal 23 Sacola de papel - Marca: Todas - Formato: P - Campanha: Natal 23,Embalagem
SACOLA PAPEL - AMORA - Cor: COR UNICA,Embalagem
Sacola papel base_14 mpdv 20,Embalagem
SACOLA PAPEL base_14 MPDV 20 - Cor: COR UNICA SACOLA - MARCA: base_14 - MEDIDAS: 33X24X10 CM - MATERIAL: PAPEL MONOLUCIDO BRANCO COM ALCA AMARELA - MANUSEIO: PACOTE C/ 50 UN,Embalagem
Sacola papel base_14 mpdv21,Embalagem
SACOLA PAPEL base_14 MPDV21 - Cor: COR UNICA SACOLA PAPEL base_14 MPDV21 - UNIDADE DE MEDIDA: UNID - MARCA: base_14 - MEDIDAS: 32x23x10 - COMPOSIÇÃO DE MATERIAL: MONO BRANCO 90G - NCM: 48.19.4000,Embalagem
SACOLA PAPEL base_14 MPDV21 - UNIDADE DE MEDIDA: UNID - MARCA: base_14 - MEDIDAS: 32x23x10 - COMPOSIÇÃO DE MATERIAL: MONO BRANCO 90G - NCM: 48.19.4000,Embalagem
Sacola papel base_14 MPDV22 pct c/ 50und,Embalagem
SACOLA PAPEL base_14 MPDV22 PCT C/50 UND - Cor: COR UNICA UNIDADE DE MEDIDA: UNID - MARCA: base_14 - MEDIDAS: 24X10MMX33MM,Embalagem
Sacola papel base_14 MPDV23 - Cor: COR UNICA Sacola papel base_14 MPDV23,Embalagem
Sacola papel base_14 MPDV23 - Pacote com 50 unidades - Medidas: 24x10x33cm - Composição de material: Mono branco 90g,Embalagem
Sacola papel base_14 zoo 39x32x13cm,Embalagem
SACOLA PAPEL base_14 ZOO 39X32X13CM - Cor: COR UNICA SACOLA - MATERIAL: PAPEL KRAFT BRANCO - GRAMATURA: 100G - IMPRESSAO: 4X0 - COR: F/V - ALCA: TORCIDA BRANCA - ACABAMENTOS: NAO - MEDIDAS: 39X32X13CM,Embalagem
SACOLA PAPEL base_14 ZOO 39X32X13CM SACOLA - MATERIAL: PAPEL KRAFT BRANCO - GRAMATURA: 100G - IMPRESSAO: 4X0 - COR: F/V - ALCA: TORCIDA BRANCA - ACABAMENTOS: NAO - MEDIDAS: 39X32X13CM,Embalagem
Sacola papel milon - mpdv 19,Embalagem
SACOLA PAPEL MILON - MPDV 19 - Cor: COR UNICA SACOLA PAPEL - MATERIAL: OFFSET 120GR - COR: 2 PANTONES (COR ESPECIAL) 2X0 - MEDIDA: 23X32X10CM,Embalagem
SACOLA PAPEL MILON - MPDV 19 SACOLA PAPEL - MATERIAL: OFFSET 90GR - COR: PANTONE (COR ESPECIAL) 1X0 - ALCA TORCIDA - MEDIDA: 32X13X39CM,Embalagem
Sacola papel milon mpdv 20,Embalagem
SACOLA PAPEL MILON MPDV 20 - Cor: COR UNICA SACOLA - MARCA: MILON - MEDIDAS: 33X24X10 CM - MATERIAL: PAPEL MONOLUCIDO BRANCO COM ALCA BRANCA - MANUSEIO: PACOTE C/ 50 UN,Embalagem
Sacola papel milon mpdv21,Embalagem
SACOLA PAPEL MILON MPDV21 - Cor: COR UNICA SACOLA PAPEL MILON MPDV21 - UNIDADE DE MEDIDA: UNID - MARCA: MILON - MEDIDAS: 32x23x10 - COMPOSIÇÃO DE MATERIAL: MONO BRANCO 90G - NCM: 48.19.4000,Embalagem
SACOLA PAPEL MILON MPDV21 - UNIDADE DE MEDIDA: UNID - MARCA: MILON - MEDIDAS: 32x23x10 - COMPOSIÇÃO DE MATERIAL: MONO BRANCO 90G - NCM: 48.19.4000,Embalagem
Sacola papel milon MPDV22,Embalagem
SACOLA PAPEL MILON MPDV22 - Cor: COR UNICA SACOLA PAPEL MILON - MEDIDAS: 24X10X33 - COMPOSIÇÃO DE MATERIAL: MONO BRANCO 90G - MANUSEIO: FARDOS COM 50 UNIDADES + ETIQUETAS FORNECIDAS PELA base_14,Embalagem
Sacola papel milon MPDV23 - Complemento: Pacote com 50 unidades - Medidas: 24x10x33cm - Composição de material: Mono branco 90g,Embalagem
Sacola papel milon MPDV23 - Cor: COR UNICA Sacola papel milon MPDV23,Embalagem
Sacola papel milon poas - 39x32x13cm,Embalagem
SACOLA PAPEL MILON POAS - 39X32X13CM - Cor: COR UNICA SACOLA - MATERIAL: PAPEL KRAFT BRANCO - GRAMATURA: 100G - IMPRESSAO: 4X0 - COR: F/V - ALCA: TORCIDA BRANCA - ACABAMENTOS: NAO - MEDIDAS: 39X32X13CM,Embalagem
SACOLA PAPEL MILON POAS - 39X32X13CM SACOLA - MATERIAL: PAPEL KRAFT BRANCO - GRAMATURA: 100G - IMPRESSAO: 4X0 - COR: F/V - ALCA: TORCIDA BRANCA - ACABAMENTOS: NAO - MEDIDAS: 39X32X13CM,Embalagem
SACOLA PAPEL MILON PP - 21X15X8CM - Cor: COR UNICA SACOLA MILON - TAMANHO: PP - 21X15X8CM - MATERIAL: PAPEL,Embalagem
SACOLA PAPEL MILON PP - 21X15X8CM - Cor: COR UNICA SACOLA MILON - TAMANHO: PP - 21X15X8CM - MATERIAL: PAPEL,Embalagem
SACOLA PAPEL MILON PP - 21X15X8CM SACOLA MILON - TAMANHO: PP - 21X15X8CM - MATERIAL: PAPEL,Embalagem
Sacola papel nanai mpdv 20,Embalagem
SACOLA PAPEL NANAI MPDV 20 - Cor: COR UNICA SACOLA - MARCA: NANAI - MEDIDAS: 33X24X10 CM - MATERIAL: PAPEL MONOLUCIDO BRANCO COM ALCA AMARELA - MANUSEIO: PACOTE C/ 50 UN,Embalagem
Sacola papel natal - exportação,Embalagem
Sacola papel natal exportação 33x24x10cm,Embalagem
SACOLA PAPEL NATAL EXPORTACAO 33X24X10CM - Cor: COR UNICA SACOLA NATAL - COMPLEMENTO: EXPORTAÇÃO - MEDIDAS: 33X24X10 CM - MATERIAL: PAPEL MONOLUCIDO BRANCO COM ALCA BRANCA - ACABAMENTO: ALÇA TORCIDA BRANCA - COR: 4X0 - GRAMATURA: 90G - NCM 48194000 - MANUSEIO: PACOTES COM 50 UNID.,Embalagem
SACOLA PAPEL NATAL EXPORTACAO 33X24X10CM SACOLA NATAL - COMPLEMENTO: EXPORTAÇÃO - MEDIDAS: 33X24X10 CM - MATERIAL: PAPEL MONOLUCIDO BRANCO COM ALCA BRANCA - ACABAMENTO: ALÇA TORCIDA BRANCA - COR: 4X0 - GRAMATURA: 90G - NCM 48194000 - MANUSEIO: PACOTES COM 50 UNID.,Embalagem
SACOLA PAPEL NATAL - EXPORTACAO - Cor: COR UNICA SACOLA DE PAPEL - TAMANHO: 24MM X 10MM X 33MM - IMPRESSÃO: 4X0,Embalagem
SACO PAPEL - VAMOS BRINCAR LA FORA - Cor: COR UNICA,Embalagem
SAQUINHO DE PAPEL KRAFT G - Cor: COR UNICA,Embalagem
SAQUINHO DE PAPEL KRAFT M - Cor: COR UNICA,Embalagem
SAQUINHO DE PAPEL KRAFT P - Cor: COR UNICA,Embalagem
TABELA DE MEDIDAS 6X9CM - PAPEL 300GR - Cor: COR UNICA,Embalagem
Tabuleiro papelão 700x470mm,Embalagem
TUBO PAPELAO 60 CM - Cor: COR UNICA,Embalagem
TUBO PAPELAO 80 cm - Cor: COR UNICA,Embalagem
URNA PAPEL 20X20X20CM 4X0 EXPORTACAO - Cor: COR UNICA URNA - MATERIAL: PAPEL - FORMATO: 20X20X20CM - COR: 4X0 - ACABAMENTO: FACA ESPECIAL - MARCA: base_14 - COMPLEMENTO: EXPORTACAO,Embalagem
Urna papelão 20x20x20cm AV23 exportação - Cor: COR UNICA Urna exportação - Aplicação: Balcão loja - Campanha: Natal av23 - Formato: 20x20x20cm - Material: Papel - Cor: 4x0 - Acabamento: Faca especial - Marca: base_14,Embalagem
Urna papelão 20x20x20cm AV23 exportação Urna exportação - Aplicação: Balcão loja - Campanha: Natal av23 - Formato: 20x20x20cm - Material: Papel - Cor: 4x0 - Acabamento: Faca especial - Marca: base_14,Embalagem
Urna papelão 20x20x20cm exp dulce navida,Embalagem
URNA PAPELAO 20X20X20CM EXP DULCE NAVIDA - Cor: COR UNICA URNA - MATERIAL: PAPELAO - FORMATO: 20X20X20CM - COR: 4X0 - ACABAMENTO: FACA ESPECIAL - MARCA: base_14 - COMPLEMENTO: EXPORTACAO - CAMPANHA: DULCE NAVIDAD - AV23,Embalagem
CAIXA ECOMMERCE 25X20X10CM PAPEL,Embalagem
CAIXA ECOMMERCE 35X20X10CM PAPEL,Embalagem
CAIXA PARA ARQUIVO PAPEL PARDO,Embalagem
COPO DE PAPEL 110 ML BRANCO,Embalagem
PAPEL KRAFT PARA BORRAO 025X250M PAPEL,Embalagem
PAPEL KRAFT P/ PLOTER 2.0X150M MICROPERFURADO,Embalagem
PAPEL KRAFT P/ PLOTER 2.0X250M CORTE PERFURADO,Embalagem
PAPEL PLOTER MODELAGEM 90GX914MM KPLO909141502PC TIPO ( PA ) KAPE,Embalagem
PAPEL PLOTER MODELAGEM REF.8860 090 X 150 M 100G PARDO / KRAFT P,Embalagem
PAPEL P/ PLOTTER SUBLIMACAO CONDENHOVE BRANCO,Embalagem
FITA ADESIVA PAPEL CREPE BRANCA 9MM X 50MT (MULT TAPE),Embalagem
FITA ADESIVA PAPEL CREPE TARTAN 2563 - 45 X 50 - COR MARROM 3M,Embalagem
PAPEL PERFURADO KRAFT 1.90 X 200MT 75GR/M2,Embalagem
PAPEL PLOTER PARDO 170 X 35/40 G X 250 M,Embalagem
ALMA TAM 17X28CM S/ IMPRESSAO PAPEL DUPLEX 350G CORTE ESPECIAL,Embalagem
ALMA TAM 24X367CM S/ IMPRESSAO PAPEL DUPLEX 350G CORTE ESPEC,Embalagem
BOBINA DE PAPEL P/ CALCULADORA 57MMX30M (DATAPEL/CARIOCA),Embalagem
BOBINA DE PAPEL P/ CARTAO PONTO 50X57 MD0706,Embalagem
BOBINA DE PAPEL P/ CARTAO PONTO (RL C/ 150MT) CX C/ 9 ROLOS,Embalagem
BOBINA DE PAPEL TERMICO C/ 360 METROS P/ CODIN REP CAIXA C/ 4 UN,Embalagem
BOBINA PAPEL P/ FAX (FAX PRINT/MAX PRINT),Embalagem
CAIXA PAPELAO 3 - MEDIDA INTERNA C350 X L350 X A300 MM,Embalagem
CAIXA PAPELAO 4 - MEDIDA INTERNA C400 X L400 X A320 MM,Embalagem
CAIXA PAPELAO 4 - MEDIDA INTERNA C595 X L415 X A435MM,Embalagem
CAIXA PAPELAO 5 - MEDIDA INTERNA C400 X L470 X A370MM,Embalagem
CAIXA PAPELAO N. 2 - MEDIDA INTERNA C350 X L350 X A160 MM,Embalagem
CAPA PARA DVD/CD PAPEL C/ VISOR PLASTICO,Embalagem
*COLARINHO TAM 50X31CM S/ IMPRESSAO PAPEL DUPLEX 350G/DESQUINADO,Embalagem
DISPLAY DE PAPEL LEZ A LEZ U SORTIDO,Embalagem
FILTRO DE PAPEL 80 LTS (ASPIRADOR NAKASHI),Embalagem
FITA ADESIVA PAPEL CREPE 19 X 50 - COR MARROM - 3M,Embalagem
FITA ADESIVA PAPEL CREPE BRANCA 9MM X 50MT,Embalagem
